# Design Lore entry index (all skills) — regenerate with `python3 lore.py index`
# id	prefix	skill	file	title	topic	tags
ah-021	ah	design	skill-design/lore/15-art-history-part2.jsonl	Cyberpunk — High Tech, Low Life as Aesthetic	cyberpunk	cyberpunk,blade-runner,neon,dark,futurism,gaming,tech-brand,aesthetic,history
ah-022	ah	design	skill-design/lore/15-art-history-part2.jsonl	Pixel Art — Constraint as Aesthetic	pixel-art	pixel-art,retro-gaming,8-bit,16-bit,dithering,indie-games,nostalgia,constraint
ah-023	ah	design	skill-design/lore/15-art-history-part2.jsonl	Glitch Art — Corruption as Beauty	glitch-art	glitch-art,digital-error,chromatic-aberration,vhs,distortion,hyperpop,aesthetic,history
ah-024	ah	design	skill-design/lore/15-art-history-part2.jsonl	Skeuomorphism — When Digital Pretended to Be Physical	skeuomorphism	skeuomorphism,apple,ios,physical-metaphor,history,ui-evolution,mental-models
ah-025	ah	design	skill-design/lore/15-art-history-part2.jsonl	Flat Design — The Skeuomorphism Backlash	flat-design	flat-design,metro,ios7,material-design,history,ui-evolution,reaction
ah-026	ah	design	skill-design/lore/15-art-history-part2.jsonl	Material Design — Google's Physics-Based System	material-design	material-design,google,design-system,elevation,motion,android,history,fundamental
ah-027	ah	design	skill-design/lore/15-art-history-part2.jsonl	Neumorphism — The Beautiful Dead End	neumorphism	neumorphism,soft-ui,failure,contrast,accessibility,ui-evolution,history,lesson
ah-028	ah	design	skill-design/lore/15-art-history-part2.jsonl	Glassmorphism — Frosted Glass and the Depth Layer	glassmorphism	glassmorphism,frosted-glass,backdrop-blur,apple,depth,premium,ui-trend
ah-029	ah	design	skill-design/lore/15-art-history-part2.jsonl	Web Brutalism — Raw, Honest, and Anti-Polished	brutalism-web	brutalism,anti-design,raw,typography,web-design,authenticity,editorial
ah-030	ah	design	skill-design/lore/15-art-history-part2.jsonl	Minimalism — The Discipline of Subtraction	minimalism	minimalism,dieter-rams,braun,apple,whitespace,philosophy,subtraction,fundamental
ah-031	ah	design	skill-design/lore/15-art-history-part2.jsonl	Retrowave / Synthwave — The 80s Future That Never Was	retrowave-synthwave	retrowave,synthwave,80s,neon,grid,nostalgia,gaming,music,lo-fi
ah-032	ah	design	skill-design/lore/15-art-history-part2.jsonl	Contemporary Japanese Digital Aesthetics — Showa Revival and Solarpunk	japanese-new-styles	japanese,showa,city-pop,solarpunk,ghibli,contemporary,mori-girl,aesthetic
ah-033	ah	design	skill-design/lore/15-art-history-part2.jsonl	Maximalism — More Is More	maximalism	maximalism,abundance,decoration,spotify,editorial,illustration,gen-z,pattern
ah-034	ah	design	skill-design/lore/15-art-history-part2.jsonl	3D Illustration — The Dominant Digital Visual Trend	3d-illustration-trend	3d-illustration,blender,soft-3d,claymation,saas,trend,character-design,motion
ah-035	ah	design	skill-design/lore/15-art-history-part2.jsonl	Neo-Brutalism (Digital) — Bold, Honest, Designed Rawness	neo-brutalism	neo-brutalism,bold,outlines,shadow,fintech,developer-tools,linear,current-trend
ah-036	ah	design	skill-design/lore/15-art-history-part2.jsonl	Bento Grid Layout — The Current UI Trend	bento-grid	bento-grid,layout,apple,marketing,modular,current-trend,figma
ah-037	ah	design	skill-design/lore/15-art-history-part2.jsonl	Biophilic / Organic Design — Nature-Informed UI	biophilic-organic	biophilic,organic,nature,wellness,sustainable,botanical,texture,current-trend
ah-038	ah	design	skill-design/lore/15-art-history-part2.jsonl	How to Apply Art History to UI Design Decisions	applying-art-history	art-history,application,framework,brand-identity,emotional-design,synthesis,fundamental
dr-001	dr	design	skill-design/lore/16-design-research.jsonl	Affinity Diagrams — Bottom-Up Qualitative Synthesis	affinity-diagram	affinity-diagram,synthesis,qualitative,research,themes,clustering
dr-002	dr	design	skill-design/lore/16-design-research.jsonl	Card Sort Analysis — Informing Information Architecture	card-sort-analysis	card-sort,information-architecture,navigation,mental-models,ux-research
dr-003	dr	design	skill-design/lore/16-design-research.jsonl	Diary Studies — Longitudinal Behaviour in Context	diary-study	diary-study,longitudinal,context,behaviour,ux-research,ethnography
dr-004	dr	design	skill-design/lore/16-design-research.jsonl	Empathy Maps — Externalising User Understanding	empathy-map	empathy-map,synthesis,collaboration,user-understanding,dave-gray
dr-005	dr	design	skill-design/lore/16-design-research.jsonl	User Interview Scripts — Structured Qualitative Conversations	interview-script	interview,qualitative,research,script,probing,ux-research
dr-006	dr	design	skill-design/lore/16-design-research.jsonl	Jobs-to-Be-Done — Motivation-Centred Design	jobs-to-be-done	jtbd,jobs-to-be-done,motivation,christensen,ulwick,product-strategy
dr-007	dr	design	skill-design/lore/16-design-research.jsonl	Journey Maps — End-to-End Experience Visualisation	journey-map	journey-map,experience,touchpoints,emotions,stages,ux-research
dr-008	dr	design	skill-design/lore/16-design-research.jsonl	Interview Synthesis — From Transcript to Actionable Insights	interview-synthesis	synthesis,interview,analysis,insights,quotes,ux-research
dr-009	dr	design	skill-design/lore/16-design-research.jsonl	Usability Test Plans — Measuring Design Effectiveness	usability-test-plan	usability-testing,test-plan,metrics,tasks,facilitation,ux-research
dr-010	dr	design	skill-design/lore/16-design-research.jsonl	User Personas — Research-Grounded Archetypes	user-persona	persona,user-research,archetypes,alan-cooper,behavioural-patterns,segmentation
us-001	us	design	skill-design/lore/17-ux-strategy.jsonl	Competitive Analysis — Systematic UX Benchmarking	competitive-analysis	competitive-analysis,benchmarking,ux-strategy,feature-matrix,opportunity-map
us-002	us	design	skill-design/lore/17-ux-strategy.jsonl	Design Briefs — Defining the Problem Space	design-brief	design-brief,problem-definition,scope,constraints,project-planning,ux-strategy
us-003	us	design	skill-design/lore/17-ux-strategy.jsonl	Design Principles — Decision-Making Guardrails	design-principles	design-principles,decision-making,values,trade-offs,team-alignment,ux-strategy
us-004	us	design	skill-design/lore/17-ux-strategy.jsonl	Experience Maps — Systems-Level UX Visualisation	experience-map	experience-map,ecosystem,touchpoints,channels,omnichannel,service-design
us-005	us	design	skill-design/lore/17-ux-strategy.jsonl	UX Metrics — Connecting Design to Measurable Outcomes	ux-metrics	metrics,kpis,heart-framework,measurement,sus,nps,ux-strategy
us-006	us	design	skill-design/lore/17-ux-strategy.jsonl	North Star Vision — Inspiring Alignment Through Future State	north-star-vision	north-star,vision,strategy,alignment,pillars,long-term,ux-strategy
us-007	us	design	skill-design/lore/17-ux-strategy.jsonl	Opportunity Frameworks — Prioritising Design Investments	opportunity-framework	opportunity,prioritisation,rice,kano,impact-effort,roadmap,ux-strategy
us-008	us	design	skill-design/lore/17-ux-strategy.jsonl	Stakeholder Alignment — Navigating Influence and Decisions	stakeholder-alignment	stakeholders,alignment,raci,communication,decision-framework,ux-strategy
ix-001	ix	design	skill-design/lore/18-interaction-design.jsonl	UI Animation Principles — Purposeful Motion Design	animation-principles	animation,motion,easing,duration,performance,prefers-reduced-motion,interaction-design
ix-002	ix	design	skill-design/lore/18-interaction-design.jsonl	Error Handling UX — Prevention, Detection, Recovery	error-handling-ux	error-handling,validation,recovery,error-messages,forms,ux-patterns,interaction-design
ix-003	ix	design	skill-design/lore/18-interaction-design.jsonl	System Feedback Patterns — Keeping Users Informed	feedback-patterns	feedback,confirmation,toast,notifications,status,acknowledgement,interaction-design
ix-004	ix	design	skill-design/lore/18-interaction-design.jsonl	Gesture Patterns — Touch and Pointer Interaction Design	gesture-patterns	gestures,touch,swipe,pinch,drag,mobile,accessibility,interaction-design
ix-005	ix	design	skill-design/lore/18-interaction-design.jsonl	Loading States — Perceived Performance Design	loading-states	loading,skeleton,progressive,optimistic-ui,perceived-performance,interaction-design
ix-006	ix	design	skill-design/lore/18-interaction-design.jsonl	Micro-Interaction Specification — Trigger, Rules, Feedback, Loops	micro-interaction-spec	micro-interactions,trigger,feedback,dan-saffer,specification,interaction-design
ix-007	ix	design	skill-design/lore/18-interaction-design.jsonl	State Machines — Modelling Predictable UI Behaviour	state-machine	state-machine,states,transitions,xstate,finite-state,predictability,interaction-design
pt-001	pt	design	skill-design/lore/19-prototyping-testing.jsonl	A/B Test Design — Rigorous Design Experimentation	ab-test-design	ab-testing,experimentation,hypothesis,statistics,metrics,prototyping-testing
pt-002	pt	design	skill-design/lore/19-prototyping-testing.jsonl	Accessibility Testing — Systematic Assistive Technology Evaluation	accessibility-test-plan	accessibility,wcag,screen-reader,assistive-technology,voiceover,nvda,prototyping-testing
pt-003	pt	design	skill-design/lore/19-prototyping-testing.jsonl	Click Tests — Measuring Navigation Findability	click-test	click-test,first-click,navigation,findability,heat-map,prototyping-testing
pt-004	pt	design	skill-design/lore/19-prototyping-testing.jsonl	Heuristic Evaluation — Expert Review Against Nielsen's 10	heuristic-evaluation	heuristic-evaluation,nielsen,usability,expert-review,severity,prototyping-testing
pt-005	pt	design	skill-design/lore/19-prototyping-testing.jsonl	Prototype Strategy — Matching Fidelity to the Question	prototype-strategy	prototyping,fidelity,wireframes,mockups,wizard-of-oz,prototyping-testing
pt-006	pt	design	skill-design/lore/19-prototyping-testing.jsonl	Test Scenarios — Revealing Genuine User Behaviour	test-scenario	test-scenarios,usability,tasks,observation,facilitation,prototyping-testing
pt-007	pt	design	skill-design/lore/19-prototyping-testing.jsonl	User Flow Diagrams — Mapping Paths and Decisions	user-flow-diagram	user-flow,flow-diagram,decision-tree,happy-path,error-path,prototyping-testing
pt-008	pt	design	skill-design/lore/19-prototyping-testing.jsonl	Wireframe Specifications — Content Priority and Behaviour	wireframe-spec	wireframes,specification,content-priority,annotation,responsive,prototyping-testing
do-001	do	design	skill-design/lore/20-design-ops.jsonl	Design Critique — Structured Feedback for Better Work	design-critique	critique,feedback,design-review,collaboration,team,design-ops
do-002	do	design	skill-design/lore/20-design-ops.jsonl	Design QA Checklist — Verifying Implementation Accuracy	design-qa-checklist	qa,checklist,implementation,verification,cross-platform,design-ops
do-003	do	design	skill-design/lore/20-design-ops.jsonl	Design Review Process — Quality Gates Without Bottlenecks	design-review-process	review-process,gates,quality,approval,workflow,design-ops
do-004	do	design	skill-design/lore/20-design-ops.jsonl	Design Sprints — Challenge to Tested Prototype in Five Days	design-sprint	design-sprint,jake-knapp,google-ventures,prototype,testing,rapid,design-ops
do-005	do	design	skill-design/lore/20-design-ops.jsonl	Developer Handoff — Complete Implementation Specifications	handoff-spec	handoff,developer,specification,tokens,responsive,accessibility,design-ops
do-006	do	design	skill-design/lore/20-design-ops.jsonl	Design Team Workflows — Rituals, Tools, and Collaboration	team-workflow	workflow,rituals,collaboration,tools,team,process,design-ops
do-007	do	design	skill-design/lore/20-design-ops.jsonl	Design Version Control — Files, Libraries, and Tokens	version-control-design	version-control,semantic-versioning,branching,changelog,libraries,design-ops
dt-001	dt	design	skill-design/lore/21-designer-toolkit.jsonl	Design Case Studies — Portfolio Storytelling	case-study	case-study,portfolio,storytelling,impact,process,designer-toolkit
dt-002	dt	design	skill-design/lore/21-designer-toolkit.jsonl	Design Rationale — Connecting Decisions to Evidence	design-rationale	rationale,decision-making,documentation,evidence,trade-offs,designer-toolkit
dt-003	dt	design	skill-design/lore/21-designer-toolkit.jsonl	Design System Adoption — Driving Consistent Usage	design-system-adoption	design-system,adoption,migration,documentation,governance,designer-toolkit
dt-004	dt	design	skill-design/lore/21-designer-toolkit.jsonl	Design Token Audit — Consistency and Coverage Analysis	design-token-audit	token-audit,design-tokens,consistency,coverage,lint,designer-toolkit
dt-005	dt	design	skill-design/lore/21-designer-toolkit.jsonl	Design Presentations — Communicating and Persuading	presentation-deck	presentation,communication,stakeholders,persuasion,storytelling,designer-toolkit
dt-006	dt	design	skill-design/lore/21-designer-toolkit.jsonl	UX Writing — Interface Copy That Guides Users	ux-writing	ux-writing,microcopy,error-messages,empty-states,cta,voice-tone,designer-toolkit
dt-007	dt	design	skill-design/lore/21-designer-toolkit.jsonl	Data Visualisation — Chart Selection and Accessible Design	data-visualization	data-visualization,charts,tufte,colour,accessibility,responsive,designer-toolkit
dt-008	dt	design	skill-design/lore/21-designer-toolkit.jsonl	Illustration Style Systems — Visual Language and Rules	illustration-style	illustration,style-guide,visual-language,character-design,consistency,designer-toolkit
dt-009	dt	design	skill-design/lore/21-designer-toolkit.jsonl	Visual Hierarchy — Guiding Attention Through Design	visual-hierarchy	visual-hierarchy,attention,contrast,spacing,weight,scanning,designer-toolkit
ds-001	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Three-Layer Token Model Overview	token-architecture	tokens,architecture,primitives,semantics,components
ds-002	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Primitive Tokens	token-architecture	tokens,primitives,raw-values
ds-003	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Semantic Tokens	token-architecture	tokens,semantics,aliases,theming
ds-004	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Component Tokens	token-architecture	tokens,components,application-specific
ds-005	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Token Layer Rules	token-architecture	tokens,rules,best-practices
ds-006	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Variable Types in Figma	variables	variables,types,color,number,string,boolean
ds-007	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Variable Alias Mechanism	variables	variables,aliases,referencing,token-layering
ds-008	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Variable Collections	variables	variables,collections,organization
ds-009	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Variable Modes	variables	variables,modes,theming,responsive
ds-010	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Applying and Inheriting Modes	variables	variables,modes,inheritance,frames
ds-011	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Light/Dark Mode Setup Steps	theming	theming,light-mode,dark-mode,setup
ds-012	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Light/Dark Mode Design Rules	theming	theming,dark-mode,contrast,accessibility
ds-013	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Multi-Brand System Setup	theming	theming,multi-brand,white-label
ds-014	ds	design-system	skill-design-system/lore/02-design-system.jsonl	When to Use Styles vs Variables	styles-vs-variables	styles,variables,decision,comparison
ds-015	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Color Styles	color	styles,color,fills,gradients
ds-016	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Text Styles	typography	styles,typography,text,font
ds-017	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Typography Line Height and Spacing	typography	typography,line-height,letter-spacing,paragraph
ds-018	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Effect Styles — Shadows and Elevation	effects	styles,effects,shadows,elevation
ds-019	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Elevation Scale Design	effects	elevation,shadows,z-index,depth
ds-020	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Grid Styles and Breakpoints	grids	styles,grids,layout,responsive,columns
ds-021	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Variable Scoping	variables	variables,scoping,properties,organization
ds-022	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Variable Scoping Best Practices	variables	variables,scoping,best-practices
ds-023	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Token Naming Conventions	naming	naming,conventions,tokens,organization
ds-024	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Naming Rules and Anti-Patterns	naming	naming,rules,anti-patterns
ds-025	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Library Publishing Workflow	library	library,publishing,updates,sharing
ds-026	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Library Organization and Structure	library	library,organization,files,structure
ds-027	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Design System Governance Model	governance	governance,ownership,process,contribution
ds-028	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Design System Auditing	governance	governance,audit,quality,consistency
ds-029	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Spacing Scale System	spacing	spacing,scale,variables,layout
ds-030	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Spacing Application Patterns	spacing	spacing,padding,gap,auto-layout
ds-031	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Color Palette Structure	color	color,palette,primitives,shades
ds-032	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Semantic Color Mapping	color	color,semantic,mapping,theming
ds-033	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Component Token Examples	components	tokens,components,button,input,card
ds-034	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Theme Switching Implementation	theming	theming,modes,switching,frames
ds-035	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Typography Variable Strategy	typography	typography,variables,styles,hybrid
ds-036	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Creating Variables in Figma	variables	variables,creation,workflow,figma-ui
ds-037	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Variable Groups via Slash Naming	variables	variables,groups,naming,organization
ds-038	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Color Contrast Requirements	accessibility	accessibility,contrast,wcag,a11y
ds-039	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Border Radius Scale	border-radius	border-radius,radius,scale,variables
ds-040	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Icon and Touch Target Sizing	sizing	sizing,icons,touch-targets,accessibility
ds-041	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Opacity Scale	opacity	opacity,transparency,variables
ds-042	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Library Versioning and Updates	library	library,versioning,changelog,updates
ds-043	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Density Modes (Compact/Comfortable)	theming	theming,density,compact,comfortable,modes
ds-044	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Boolean Variables for Component Configuration	variables	variables,boolean,visibility,feature-flags
ds-045	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Design System Maturity Checklist	design-system	maturity,checklist,completeness,audit
ds-046	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Typography Variables — Setup Workflow (Variables + Styles Together)	typography	typography,variables,text-styles,workflow,font-size,line-height,font-family,font-weight
ds-047	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Responsive Typography Modes — Desktop and Mobile in a Single Collection	typography	typography,modes,responsive,desktop,mobile,breakpoint,variables,font-size
ds-048	ds	design-system	skill-design-system/lore/02-design-system.jsonl	Typography Variable Types and Naming — String vs Number, T-Shirt Scale	typography	typography,variables,naming,string,number,t-shirt,scale,font-family,font-weight
ca-001	ca	design-system	skill-design-system/lore/colour-advanced.jsonl	OKLCH — The Modern Colour Space for Design Systems	oklch	oklch,colour-space,perceptual,modern,css-color-4,oklab
ca-002	ca	design-system	skill-design-system/lore/colour-advanced.jsonl	OKLCH vs HSL — Why the Difference Matters	oklch	oklch,hsl,comparison,perceptual,uniform,lightness,colour-scale
ca-003	ca	design-system	skill-design-system/lore/colour-advanced.jsonl	Building Colour Scales with OKLCH — Step by Step	oklch	oklch,colour-scale,palette,construction,steps,perceptual,chroma
ca-004	ca	design-system	skill-design-system/lore/colour-advanced.jsonl	OKLCH in Figma and CSS — Practical Usage	oklch	oklch,figma,css,css-color-4,implementation,variables,handoff
ca-005	ca	design-system	skill-design-system/lore/colour-advanced.jsonl	Dark Mode Strategies — Dark Elevated vs Dark Deep	colour-system	dark-mode,dark-elevated,dark-deep,strategy,surface,elevation
ca-006	ca	design-system	skill-design-system/lore/colour-advanced.jsonl	Linear Progression Palette — 48-Step Neutral Scale	colour-system	colour-system,neutral,48-step,linear,lightness,increments,palette
ca-007	ca	design-system	skill-design-system/lore/colour-advanced.jsonl	Accent Palette Architecture — 16 Colours × 9 Shades	colour-system	colour-system,accent,palette,architecture,shades,brand,semantic
ca-008	ca	design-system	skill-design-system/lore/colour-advanced.jsonl	Shade Contrast Rules — Which Shade for Which Purpose	colour-system	colour-system,contrast,shades,wcag,interactive,border,tint,text
ca-009	ca	design-system	skill-design-system/lore/colour-advanced.jsonl	60-30-10 Rule Applied to Design System Tokens	colour-system	colour-system,60-30-10,rule,composition,tokens,cadence,surface,accent
ca-010	ca	design-system	skill-design-system/lore/colour-advanced.jsonl	Utility Colours — Opacity and Theme-Dependent Values	colour-system	colour-system,utility,opacity,overlay,tint,theme,transparency
ct-007	ct	design-system	skill-design-system/lore/colour-system.jsonl	Colour Systems — Primitives, Semantics, and Components	colour-in-design-systems	colour-system,design-tokens,semantic,primitive,dark-mode,white-label
ct-008	ct	design-system	skill-design-system/lore/colour-system.jsonl	Building a UI Colour Palette — Steps and Principles	colour-palette-construction	palette-construction,colour-scale,semantic-colour,surface,wcag
ct-009	ct	design-system	skill-design-system/lore/colour-system.jsonl	Colour in Dark Mode — More Than Just Inversion	colour-dark-mode	dark-mode,colour,surface-elevation,saturation,tokens,material-design,apple-hig
ct-004	ct	design-system	skill-design-system/lore/colour-system.jsonl	Colour Contrast for Accessibility and Readability	colour-contrast-accessibility	contrast,wcag,accessibility,colour-blindness,readability
ct-011	ct	design-system	skill-design-system/lore/colour-system.jsonl	Colour in Branding — Owning a Colour	colour-branding	branding,colour,recognition,brand-identity,cadence,60-30-10
do-002	do	design-system	skill-design-system/lore/governance.jsonl	Design QA Checklist — Verifying Implementation Accuracy	design-qa-checklist	qa,checklist,implementation,verification,cross-platform,design-ops
do-003	do	design-system	skill-design-system/lore/governance.jsonl	Design Review Process — Quality Gates Without Bottlenecks	design-review-process	review-process,gates,quality,approval,workflow,design-ops
do-005	do	design-system	skill-design-system/lore/governance.jsonl	Developer Handoff — Complete Implementation Specifications	handoff-spec	handoff,developer,specification,tokens,responsive,accessibility,design-ops
do-007	do	design-system	skill-design-system/lore/governance.jsonl	Design Version Control — Files, Libraries, and Tokens	version-control-design	version-control,semantic-versioning,branching,changelog,libraries,design-ops
nc-001	nc	design-system	skill-design-system/lore/naming-conventions.jsonl	W3C DTCG Format — The Universal Token Standard	naming	dtcg,w3c,standard,json,format,token-studio,style-dictionary
nc-002	nc	design-system	skill-design-system/lore/naming-conventions.jsonl	Neutral Colour Naming — Fills, Strokes, Alt Model	naming	naming,neutral,fills,strokes,alt,overlay,background,palette
nc-003	nc	design-system	skill-design-system/lore/naming-conventions.jsonl	State Naming Conventions — Interactive States	naming	naming,states,hover,active,focus,disabled,selected,pressed
nc-004	nc	design-system	skill-design-system/lore/naming-conventions.jsonl	Token Scale Conventions — Numeric vs T-Shirt vs Named	naming	naming,scale,numeric,t-shirt,xs,xl,100-900,convention
nc-005	nc	design-system	skill-design-system/lore/naming-conventions.jsonl	Component Token Naming Patterns	naming	naming,component-tokens,button,input,card,slots
nc-006	nc	design-system	skill-design-system/lore/naming-conventions.jsonl	Variable Collection and Mode Naming	naming	naming,collections,modes,figma,organization,hierarchy
nc-007	nc	design-system	skill-design-system/lore/naming-conventions.jsonl	Boolean Variable Naming Patterns	naming	naming,boolean,visibility,show,has,feature-flag
nc-008	nc	design-system	skill-design-system/lore/naming-conventions.jsonl	Grid and Layout Token Naming	naming	naming,grid,columns,gutter,margin,breakpoint,layout
nc-009	nc	design-system	skill-design-system/lore/naming-conventions.jsonl	Slash Hierarchy Depth and Grouping Strategy	naming	naming,slash,hierarchy,depth,groups,organization,figma
ty-006	ty	design-system	skill-design-system/lore/typography-system.jsonl	Type Scale — Building a Systematic Hierarchy	type-scale	type-scale,hierarchy,modular-scale,golden-ratio,design-systems
ty-009	ty	design-system	skill-design-system/lore/typography-system.jsonl	Font Pairing — Principles and Strategy	type-pairing	font-pairing,typography,hierarchy,serif,sans-serif,design-systems
ty-010	ty	design-system	skill-design-system/lore/typography-system.jsonl	Variable Fonts — The Future of Type in UI	variable-fonts	variable-fonts,performance,animation,figma,type-technology
ty-011	ty	design-system	skill-design-system/lore/typography-system.jsonl	Type and Accessibility — Contrast, Size, and Legibility	type-contrast-accessibility	accessibility,wcag,contrast,legibility,type-size,dyslexia
ty-014	ty	design-system	skill-design-system/lore/typography-system.jsonl	Typography in Design Systems — Tokens and Scale	type-in-ui-systems	design-systems,tokens,typography,naming,figma,semantic
ty-015	ty	design-system	skill-design-system/lore/typography-system.jsonl	Text Style Naming — Bold and Weight Variants with Nested Slash Hierarchy	text-style-naming-bold-variants	text-styles,naming,bold,semibold,weight,variables,typography,design-systems,slash-naming
ec-001	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify & Ecommerce Conversion Rate Benchmarks 2025–2026	ecommerce-conversion-benchmarks	ecommerce,shopify,conversion,benchmarks,cro,mobile
ec-002	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify Product Page Anatomy — Required Elements & Hierarchy	product-page-anatomy	product-page,shopify,anatomy,atc,conversion,mobile
ec-003	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Add to Cart Button — UX Rules & Placement	atc-button-ux	atc,button,conversion,shopify,mobile,ux
ec-004	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify Checkout Flow — UX Best Practices & Abandonment Reduction	checkout-flow-ux	checkout,abandonment,shopify,conversion,trust,ux
ec-005	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Conversion Psychology for Ecommerce — Cialdini Applied to Shopify	conversion-psychology-ecommerce	psychology,conversion,cialdini,social-proof,scarcity,shopify
ec-006	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Mobile Commerce UX — Shopify Mobile Patterns & Thumb Zones	mobile-commerce-ux	mobile,commerce,shopify,thumb-zone,ux,touch,sticky-atc
ec-007	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify Custom Page Architecture — Section Order & Conversion Flow	shopify-page-architecture	shopify,sections,homepage,hierarchy,ux,structure,custom-pages
ec-008	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Trust Signals — Hierarchy, Placement & Effectiveness for Ecommerce	trust-signals-ecommerce	trust,social-proof,reviews,ecommerce,shopify,conversion
ec-009	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify Collection Page UX — Navigation, Filtering & Product Grid	collection-page-ux	collection,shopify,grid,filtering,navigation,ux
ec-010	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify Custom Page Performance — Speed, Scripts & UX Impact	shopify-performance	shopify,performance,speed,scripts,custom-pages,lcp,cls
ec-011	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify Breakpoints — Custom Page Layout System	shopify-breakpoints	shopify,breakpoints,grid,responsive,custom-pages,figma
ec-012	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify Grid — Figma Column Setup per Breakpoint	shopify-grid-figma	shopify,grid,figma,columns,breakpoints,product-grid,dimensions
ec-013	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify Mobile Frame in Figma — Header, Safe Areas & Fixed Elements	shopify-mobile-frame-setup	shopify,mobile,figma,header,safe-area,sticky-atc,thumb-zone,fixed-elements
ec-014	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify Desktop Frame in Figma — Header, Container & Layout Structure	shopify-desktop-frame-setup	shopify,desktop,figma,header,container,footer,layout,1440,1200
ec-016	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify App Ecosystem — Essential Apps by Category & UX Impact	shopify-app-ecosystem	shopify,apps,ecosystem,reviews,loyalty,email,upsell,search,page-builder,performance
ec-015	ec	ecommerce	skill-ecommerce/lore/23-ecommerce-ux.jsonl	Shopify Custom Page Design System Readiness Checklist	shopify-ds-readiness	shopify,design-system,checklist,readiness,components,custom-pages
fc-001	fc	figma	skill-figma/lore/00-figma-core.jsonl	Frame fundamentals	frames	frame,container,artboard
fc-002	fc	figma	skill-figma/lore/00-figma-core.jsonl	Frame sizing modes	frames	frame,sizing,hug,fill,fixed
